id,major_category,major_code,mid_category,sub_category,sub_category_en,isco_code,onet_code,region,country_or_region,iso_code,type,employer_type,typical_education,typical_entry_age,locality,learning_cost,education_req,growth_coeff,career_lifespan,opportunity,market_size,supply_demand,developed_scarcity,value_added,cost_performance,stability,safety,occupational_disease,overtime,burnout,skill_versatility,career_switch,reputation_variance,ai_resistance,social_status,remote_friendly,autonomy,family_friendly,fulfillment,entrepreneurship,gender_equality,age_flexibility,social_interaction,physical_demand,license_barrier,cycle_sensitivity,side_job_compat,intl_mobility,industry_monopoly,trend_2000_2026,trend_5yr,demand_direction,ai_timeline,composite_index,summary_zh,summary_en,data_source,generated_date,data_snapshot_date,source_period
GOV-0101-CO-general,公共管理与公务员,GOV,中央/联邦公务员,中央政府公务员,Central Government Civil Servant,1112,11-1031.00,南美,哥伦比亚,CO,country,general,本科/硕士,22-30,global,5.9,6.7,4.1,9.0,4.5,5.1,3.5,3.0,5.0,4.9,8.9,8.9,7.2,6.1,5.7,5.4,3.6,2.5,6.3,8.5,2.8,3.9,6.2,6.1,1.6,5.4,6.8,6.8,1.0,8.5,1.9,1.1,2.6,8.2,0,0,→,2032-2038,5.17,哥伦比亚中央政府公务员：就业极其稳定，准入门槛高,"Colombia Central Government Civil Servant: extremely stable employment, high entry barrier",AI综合评估 + O*NET/ILO/OECD锚点校准,2026-04-13,2026-04-13,2000-2026
GOV-0101-AU-general,公共管理与公务员,GOV,中央/联邦公务员,中央政府公务员,Central Government Civil Servant,1112,11-1031.00,大洋洲,澳大利亚,AU,country,general,本科/硕士,22-30,global,6.4,7.2,4.1,9.3,4.6,4.9,3.5,3.1,6.3,5.5,9.7,9.2,8.2,7.3,6.5,6.0,4.4,2.1,6.3,8.9,3.5,4.8,7.3,6.5,1.7,6.5,7.1,6.8,0.7,8.5,1.7,1.2,3.2,8.3,0,0,→,2032-2038,5.59,澳大利亚中央政府公务员：就业极其稳定，准入门槛高,"Australia Central Government Civil Servant: extremely stable employment, high entry barrier",AI综合评估 + O*NET/ILO/OECD锚点校准,2026-04-13,2026-04-13,2000-2026
GOV-0101-NZ-general,公共管理与公务员,GOV,中央/联邦公务员,中央政府公务员,Central Government Civil Servant,1112,11-1031.00,大洋洲,新西兰,NZ,country,general,本科/硕士,22-30,global,6.3,6.9,3.8,9.6,4.4,4.3,3.7,2.9,6.3,5.6,10.0,9.2,8.0,7.1,6.6,5.5,4.3,2.0,6.7,8.6,3.4,4.9,7.3,7.0,1.6,6.7,7.0,7.0,0.8,8.5,1.5,1.3,3.3,7.8,0,0,→,2032-2038,5.63,新西兰中央政府公务员：就业极其稳定，准入门槛高,"New Zealand Central Government Civil Servant: extremely stable employment, high entry barrier",AI综合评估 + O*NET/ILO/OECD锚点校准,2026-04-13,2026-04-13,2000-2026
GOV-0101-ZA-general,公共管理与公务员,GOV,中央/联邦公务员,中央政府公务员,Central Government Civil Servant,1112,11-1031.00,非洲,南非,ZA,country,general,本科/硕士,22-30,global,5.9,7.1,4.2,8.9,4.5,5.1,3.1,3.0,5.1,4.7,9.0,8.9,7.6,6.5,5.9,5.5,4.0,2.8,6.2,8.4,3.0,3.9,6.1,6.4,1.3,5.5,7.2,7.2,1.0,8.3,1.4,1.1,2.6,8.2,0,0,→,2032-2038,5.2,南非中央政府公务员：就业极其稳定，准入门槛高,"South Africa Central Government Civil Servant: extremely stable employment, high entry barrier",AI综合评估 + O*NET/ILO/OECD锚点校准,2026-04-13,2026-04-13,2000-2026
GOV-0101-NG-general,公共管理与公务员,GOV,中央/联邦公务员,中央政府公务员,Central Government Civil Servant,1112,11-1031.00,非洲,尼日利亚,NG,country,general,本科/硕士,22-30,global,5.6,6.6,3.7,8.7,4.9,5.6,3.3,2.6,4.4,4.1,8.6,8.9,7.3,5.6,5.5,5.3,3.7,3.0,6.5,8.0,2.8,3.5,6.0,6.0,1.4,4.8,6.8,6.8,0.8,8.1,1.6,0.7,3.1,7.9,-1,0,→,2032-2038,5.02,尼日利亚中央政府公务员：就业极其稳定，准入门槛高,"Nigeria Central Government Civil Servant: extremely stable employment, high entry barrier",AI综合评估 + O*NET/ILO/OECD锚点校准,2026-04-13,2026-04-13,2000-2026
GOV-0101-KE-general,公共管理与公务员,GOV,中央/联邦公务员,中央政府公务员,Central Government Civil Servant,1112,11-1031.00,非洲,肯尼亚,KE,country,general,本科/硕士,22-30,global,6.2,6.5,4.2,8.7,4.4,4.9,3.3,2.9,4.6,4.3,8.9,8.8,7.4,6.3,5.9,5.3,3.8,2.6,6.3,7.9,2.7,3.6,6.1,6.1,1.3,5.0,6.9,7.0,1.1,8.0,1.8,1.1,2.6,7.9,-1,0,→,2032-2038,5.09,肯尼亚中央政府公务员：就业极其稳定，准入门槛高,"Kenya Central Government Civil Servant: extremely stable employment, high entry barrier",AI综合评估 + O*NET/ILO/OECD锚点校准,2026-04-13,2026-04-13,2000-2026
GOV-0101-EG-general,公共管理与公务员,GOV,中央/联邦公务员,中央政府公务员,Central Government Civil Servant,1112,11-1031.00,非洲,埃及,EG,country,general,本科/硕士,22-30,global,6.1,6.7,3.9,8.9,5.4,5.6,3.4,2.7,4.6,4.7,9.1,9.0,7.0,5.9,5.8,5.7,4.0,2.8,6.3,8.4,2.8,3.9,6.3,6.2,1.6,4.8,7.0,6.8,1.1,8.2,1.7,0.9,2.6,8.2,0,1,→,2032-2038,5.16,埃及中央政府公务员：就业极其稳定，准入门槛高,"Egypt Central Government Civil Servant: extremely stable employment, high entry barrier",AI综合评估 + O*NET/ILO/OECD锚点校准,2026-04-13,2026-04-13,2000-2026
GOV-0102-CN-general,公共管理与公务员,GOV,中央/联邦公务员,外交官,Diplomat,2422,11-1031.00,东亚,中国,CN,country,general,硕士/博士,25-32,global,7.8,8.6,4.7,8.9,3.5,3.4,4.8,4.6,7.2,5.9,9.8,7.1,6.4,3.9,5.2,6.1,4.8,2.1,7.6,9.5,1.8,4.8,3.2,7.9,0.8,4.9,5.7,8.8,1.3,9.4,0.8,0.7,9.2,9.0,0,1,→,2035+,5.48,中国外交官：就业极其稳定，准入门槛高，AI替代抗性强,"China Diplomat: extremely stable employment, high entry barrier, strong AI resistance",AI综合评估 + O*NET/ILO/OECD锚点校准,2026-04-13,2026-04-13,2000-2026
GOV-0102-JP-general,公共管理与公务员,GOV,中央/联邦公务员,外交官,Diplomat,2422,11-1031.00,东亚,日本,JP,country,general,硕士/博士,25-32,global,7.5,8.1,5.0,9.3,3.3,2.3,4.6,4.2,7.7,6.1,10.0,7.1,6.9,4.7,5.3,6.0,5.0,2.0,7.8,9.4,1.9,5.4,3.8,8.2,1.0,4.6,5.7,9.0,1.2,9.7,0.7,0.4,9.6,9.1,0,0,→,2035+,5.63,日本外交官：就业极其稳定，薪资回报高，准入门槛高,"Japan Diplomat: extremely stable employment, high compensation, high entry barrier",AI综合评估 + O*NET/ILO/OECD锚点校准,2026-04-13,2026-04-13,2000-2026
GOV-0102-KR-general,公共管理与公务员,GOV,中央/联邦公务员,外交官,Diplomat,2422,11-1031.00,东亚,韩国,KR,country,general,硕士/博士,25-32,global,7.6,8.6,4.8,8.6,2.9,2.1,4.5,4.5,7.6,6.2,9.9,7.0,6.8,4.6,5.0,6.2,4.9,2.1,7.6,9.8,2.1,4.9,3.5,8.0,1.3,4.6,5.7,9.0,1.5,9.3,0.8,0.5,9.5,8.8,0,0,→,2035+,5.54,韩国外交官：就业极其稳定，薪资回报高，准入门槛高,"South Korea Diplomat: extremely stable employment, high compensation, high entry barrier",AI综合评估 + O*NET/ILO/OECD锚点校准,2026-04-13,2026-04-13,2000-2026
GOV-0102-TW-general,公共管理与公务员,GOV,中央/联邦公务员,外交官,Diplomat,2422,11-1031.00,东亚,中国台湾地区,TW,region,general,硕士/博士,25-32,global,7.3,8.5,4.6,8.5,2.9,1.6,4.7,4.5,7.1,5.9,9.7,7.1,6.9,4.7,5.4,6.4,4.7,1.7,7.5,9.9,2.1,5.2,3.9,8.3,0.9,5.1,5.8,8.8,1.6,9.2,0.7,0.7,9.6,8.9,0,0,→,2035+,5.57,中国台湾地区外交官：就业极其稳定，准入门槛高，AI替代抗性强,"Taiwan (China) Diplomat: extremely stable employment, high entry barrier, strong AI resistance",AI综合评估 + O*NET/ILO/OECD锚点校准,2026-04-13,2026-04-13,2000-2026
GOV-0102-HK-general,公共管理与公务员,GOV,中央/联邦公务员,外交官,Diplomat,2422,11-1031.00,东亚,中国香港地区,HK,region,general,硕士/博士,25-32,global,7.3,8.3,4.1,8.8,2.9,1.4,4.3,3.9,8.1,5.9,9.6,7.2,7.0,4.4,5.3,6.2,4.9,1.8,7.4,9.0,2.1,5.3,3.9,8.2,1.2,5.6,5.9,9.0,1.5,8.7,0.6,0.6,9.7,9.0,0,0,→,2032-2038,5.55,中国香港地区外交官：就业极其稳定，薪资回报高，准入门槛高,"Hong Kong (China) Diplomat: extremely stable employment, high compensation, high entry barrier",AI综合评估 + O*NET/ILO/OECD锚点校准,2026-04-13,2026-04-13,2000-2026
GOV-0102-SG-general,公共管理与公务员,GOV,中央/联邦公务员,外交官,Diplomat,2422,11-1031.00,东南亚,新加坡,SG,country,general,硕士/博士,25-32,global,7.6,8.2,4.3,9.0,2.7,1.6,4.1,4.0,8.8,7.0,9.9,7.2,6.7,5.0,5.2,6.3,4.9,1.4,7.8,9.4,2.1,5.6,3.7,8.3,1.4,5.8,5.7,8.8,1.8,9.4,1.0,1.0,10.0,8.9,0,-1,→,2035+,5.72,新加坡外交官：就业极其稳定，薪资回报高，准入门槛高,"Singapore Diplomat: extremely stable employment, high compensation, high entry barrier",AI综合评估 + O*NET/ILO/OECD锚点校准,2026-04-13,2026-04-13,2000-2026
GOV-0102-TH-general,公共管理与公务员,GOV,中央/联邦公务员,外交官,Diplomat,2422,11-1031.00,东南亚,泰国,TH,country,general,硕士/博士,25-32,global,7.5,7.7,4.7,8.6,3.4,2.7,4.0,4.0,6.6,5.6,8.9,7.0,6.9,5.1,5.7,6.0,4.3,2.0,7.5,8.8,2.3,4.7,4.2,7.7,1.3,5.1,5.7,9.1,1.6,9.0,0.9,0.1,9.1,9.1,0,0,→,2035+,5.42,泰国外交官：就业极其稳定，准入门槛高，AI替代抗性强,"Thailand Diplomat: extremely stable employment, high entry barrier, strong AI resistance",AI综合评估 + O*NET/ILO/OECD锚点校准,2026-04-13,2026-04-13,2000-2026
GOV-0102-VN-general,公共管理与公务员,GOV,中央/联邦公务员,外交官,Diplomat,2422,11-1031.00,东南亚,越南,VN,country,general,硕士/博士,25-32,global,7.7,8.1,5.1,8.9,3.8,2.6,3.8,4.2,6.1,5.5,9.2,7.2,6.6,4.7,5.3,6.2,4.6,2.0,7.4,9.2,2.0,4.6,3.8,7.7,0.7,5.1,5.9,9.2,1.7,9.4,1.0,0.5,9.1,9.2,0,1,→,2032-2038,5.38,越南外交官：就业极其稳定，准入门槛高，AI替代抗性强,"Vietnam Diplomat: extremely stable employment, high entry barrier, strong AI resistance",AI综合评估 + O*NET/ILO/OECD锚点校准,2026-04-13,2026-04-13,2000-2026
GOV-0102-ID-general,公共管理与公务员,GOV,中央/联邦公务员,外交官,Diplomat,2422,11-1031.00,东南亚,印度尼西亚,ID,country,general,硕士/博士,25-32,global,7.4,7.9,4.4,8.7,3.2,2.5,3.6,4.1,6.2,5.2,8.7,7.0,6.7,4.6,5.3,6.2,4.4,2.0,7.4,8.6,1.9,5.0,3.6,7.6,0.6,5.1,5.7,8.8,1.5,8.7,1.1,0.7,9.2,9.4,0,0,→,2032-2038,5.28,印度尼西亚外交官：就业极其稳定，准入门槛高，AI替代抗性强,"Indonesia Diplomat: extremely stable employment, high entry barrier, strong AI resistance",AI综合评估 + O*NET/ILO/OECD锚点校准,2026-04-13,2026-04-13,2000-2026
GOV-0102-MY-general,公共管理与公务员,GOV,中央/联邦公务员,外交官,Diplomat,2422,11-1031.00,东南亚,马来西亚,MY,country,general,硕士/博士,25-32,global,7.8,8.1,4.5,8.7,2.9,2.0,4.2,4.0,7.0,5.3,9.5,7.2,7.1,4.7,5.6,6.0,4.5,2.1,7.4,9.1,1.7,5.2,3.7,7.8,0.9,4.8,5.7,9.1,1.8,9.1,1.0,0.7,9.6,8.9,0,0,→,2032-2038,5.4,马来西亚外交官：就业极其稳定，准入门槛高，AI替代抗性强,"Malaysia Diplomat: extremely stable employment, high entry barrier, strong AI resistance",AI综合评估 + O*NET/ILO/OECD锚点校准,2026-04-13,2026-04-13,2000-2026
GOV-0102-PH-general,公共管理与公务员,GOV,中央/联邦公务员,外交官,Diplomat,2422,11-1031.00,东南亚,菲律宾,PH,country,general,硕士/博士,25-32,global,7.2,7.8,4.5,8.5,2.9,2.2,3.9,3.7,6.1,5.2,8.5,6.9,6.8,4.5,5.7,5.9,4.4,2.0,7.7,8.4,2.1,5.1,3.9,7.7,0.8,5.3,6.1,9.2,1.6,8.9,1.1,0.6,9.3,9.1,0,0,→,2035+,5.31,菲律宾外交官：就业极其稳定，准入门槛高，AI替代抗性强,"Philippines Diplomat: extremely stable employment, high entry barrier, strong AI resistance",AI综合评估 + O*NET/ILO/OECD锚点校准,2026-04-13,2026-04-13,2000-2026
GOV-0102-IN-general,公共管理与公务员,GOV,中央/联邦公务员,外交官,Diplomat,2422,11-1031.00,南亚,印度,IN,country,general,硕士/博士,25-32,global,7.8,8.3,5.0,8.7,3.2,2.7,4.6,4.6,6.8,5.4,9.4,7.1,6.9,4.7,5.4,6.3,4.6,2.2,7.6,9.7,2.1,4.5,3.6,8.1,0.9,4.3,6.2,8.8,1.5,9.5,1.1,0.2,9.3,9.0,0,1,→,2035+,5.45,印度外交官：就业极其稳定，准入门槛高，AI替代抗性强,"India Diplomat: extremely stable employment, high entry barrier, strong AI resistance",AI综合评估 + O*NET/ILO/OECD锚点校准,2026-04-13,2026-04-13,2000-2026
GOV-0102-PK-general,公共管理与公务员,GOV,中央/联邦公务员,外交官,Diplomat,2422,11-1031.00,南亚,巴基斯坦,PK,country,general,硕士/博士,25-32,global,7.4,8.2,4.5,8.1,3.4,2.4,4.0,3.9,6.4,4.8,8.3,7.0,7.0,4.3,4.8,5.7,4.4,2.2,7.1,9.2,1.7,4.3,3.6,7.9,0.7,3.8,5.6,8.8,1.7,9.2,1.2,0.3,9.5,9.2,0,0,→,2032-2038,5.15,巴基斯坦外交官：就业稳定，准入门槛高，AI替代抗性强,"Pakistan Diplomat: stable employment, high entry barrier, strong AI resistance",AI综合评估 + O*NET/ILO/OECD锚点校准,2026-04-13,2026-04-13,2000-2026
GOV-0102-BD-general,公共管理与公务员,GOV,中央/联邦公务员,外交官,Diplomat,2422,11-1031.00,南亚,孟加拉国,BD,country,general,硕士/博士,25-32,global,7.4,7.7,4.4,8.7,2.9,2.2,3.9,4.3,6.0,5.0,8.6,7.0,6.8,4.6,5.3,5.6,4.5,2.1,7.4,8.5,1.7,4.8,3.6,7.8,0.9,4.3,5.7,9.1,1.5,8.9,1.2,0.5,9.4,9.3,0,0,→,2032-2038,5.23,孟加拉国外交官：就业极其稳定，准入门槛高，AI替代抗性强,"Bangladesh Diplomat: extremely stable employment, high entry barrier, strong AI resistance",AI综合评估 + O*NET/ILO/OECD锚点校准,2026-04-13,2026-04-13,2000-2026
GOV-0102-AE-general,公共管理与公务员,GOV,中央/联邦公务员,外交官,Diplomat,2422,11-1031.00,中亚/西亚,阿联酋,AE,country,general,硕士/博士,25-32,global,7.8,7.7,4.9,9.0,3.3,2.3,3.9,3.9,8.2,6.4,10.0,7.1,7.1,4.8,5.3,6.1,4.6,1.9,7.5,9.0,2.0,5.0,3.8,8.0,1.2,4.9,5.6,9.0,1.4,8.5,0.6,0.7,9.9,9.1,0,0,→,2035+,5.62,阿联酋外交官：就业极其稳定，薪资回报高，准入门槛高,"United Arab Emirates Diplomat: extremely stable employment, high compensation, high entry barrier",AI综合评估 + O*NET/ILO/OECD锚点校准,2026-04-13,2026-04-13,2000-2026
GOV-0102-IL-general,公共管理与公务员,GOV,中央/联邦公务员,外交官,Diplomat,2422,11-1031.00,中亚/西亚,以色列,IL,country,general,硕士/博士,25-32,global,7.8,8.2,4.2,8.6,3.1,2.2,4.1,3.7,7.7,6.1,9.2,7.0,7.2,5.0,5.4,6.2,4.7,1.8,7.5,9.3,2.0,5.3,3.9,8.0,1.0,5.9,6.2,9.0,1.3,8.6,1.3,0.8,10.0,9.3,0,0,→,2035+,5.54,以色列外交官：就业极其稳定，薪资回报高，准入门槛高,"Israel Diplomat: extremely stable employment, high compensation, high entry barrier",AI综合评估 + O*NET/ILO/OECD锚点校准,2026-04-13,2026-04-13,2000-2026
GOV-0102-SA-general,公共管理与公务员,GOV,中央/联邦公务员,外交官,Diplomat,2422,11-1031.00,中亚/西亚,沙特阿拉伯,SA,country,general,硕士/博士,25-32,global,7.3,7.6,4.7,9.0,3.3,3.2,3.3,3.9,7.8,6.3,9.6,7.1,6.5,4.6,5.2,6.3,4.6,2.0,7.3,8.8,2.0,4.6,3.7,7.9,1.2,3.9,5.7,8.8,1.4,8.9,0.9,0.5,9.6,9.3,0,1,→,2032-2038,5.47,沙特阿拉伯外交官：就业极其稳定，薪资回报高，准入门槛高,"Saudi Arabia Diplomat: extremely stable employment, high compensation, high entry barrier",AI综合评估 + O*NET/ILO/OECD锚点校准,2026-04-13,2026-04-13,2000-2026
GOV-0102-TR-general,公共管理与公务员,GOV,中央/联邦公务员,外交官,Diplomat,2422,11-1031.00,中亚/西亚,土耳其,TR,country,general,硕士/博士,25-32,global,7.7,8.1,4.6,8.4,3.1,2.2,3.9,4.1,6.9,5.3,8.9,6.9,7.0,4.4,5.2,6.3,4.2,2.2,7.8,8.9,1.8,4.5,3.7,7.7,0.8,4.6,5.7,9.1,1.4,9.5,1.0,0.3,9.1,8.8,0,0,→,2035+,5.3,土耳其外交官：就业极其稳定，准入门槛高，AI替代抗性强,"Turkey Diplomat: extremely stable employment, high entry barrier, strong AI resistance",AI综合评估 + O*NET/ILO/OECD锚点校准,2026-04-13,2026-04-13,2000-2026
GOV-0102-GB-general,公共管理与公务员,GOV,中央/联邦公务员,外交官,Diplomat,2422,11-1031.00,西欧,英国,GB,country,general,硕士/博士,25-32,global,7.7,8.2,4.3,9.1,3.0,1.8,3.9,3.8,7.3,5.9,9.7,7.1,7.1,5.4,6.2,6.1,5.0,1.9,7.6,9.0,2.2,5.6,4.5,8.1,1.0,5.8,5.9,8.9,1.8,9.3,1.2,0.6,9.8,9.3,0,0,→,2035+,5.57,英国外交官：就业极其稳定，准入门槛高，AI替代抗性强,"United Kingdom Diplomat: extremely stable employment, high entry barrier, strong AI resistance",AI综合评估 + O*NET/ILO/OECD锚点校准,2026-04-13,2026-04-13,2000-2026
GOV-0102-FR-general,公共管理与公务员,GOV,中央/联邦公务员,外交官,Diplomat,2422,11-1031.00,西欧,法国,FR,country,general,硕士/博士,25-32,global,8.0,8.5,5.2,8.9,3.5,2.8,4.5,4.0,7.6,6.1,10.0,7.2,7.2,6.0,6.2,6.4,4.3,1.9,7.4,9.4,2.3,5.2,5.0,8.0,0.8,5.9,6.3,9.2,1.6,9.7,0.7,0.8,10.0,9.2,0,1,→,2032-2038,5.73,法国外交官：就业极其稳定，薪资回报高，准入门槛高,"France Diplomat: extremely stable employment, high compensation, high entry barrier",AI综合评估 + O*NET/ILO/OECD锚点校准,2026-04-13,2026-04-13,2000-2026
GOV-0102-DE-general,公共管理与公务员,GOV,中央/联邦公务员,外交官,Diplomat,2422,11-1031.00,西欧,德国,DE,country,general,硕士/博士,25-32,global,7.5,8.1,4.6,8.7,3.3,2.1,4.4,3.9,7.6,6.1,9.9,7.2,7.4,5.9,6.1,6.3,4.6,1.6,7.9,9.6,2.1,5.3,4.7,8.1,1.0,5.7,6.5,9.1,1.3,9.2,0.8,0.7,9.9,8.9,0,0,→,2035+,5.76,德国外交官：就业极其稳定，薪资回报高，准入门槛高,"Germany Diplomat: extremely stable employment, high compensation, high entry barrier",AI综合评估 + O*NET/ILO/OECD锚点校准,2026-04-13,2026-04-13,2000-2026
GOV-0102-NL-general,公共管理与公务员,GOV,中央/联邦公务员,外交官,Diplomat,2422,11-1031.00,西欧,荷兰,NL,country,general,硕士/博士,25-32,global,7.5,8.0,4.3,9.1,2.8,1.8,3.7,3.8,7.8,6.0,9.7,7.2,7.8,6.0,6.2,6.4,4.6,1.6,7.5,9.3,2.2,5.3,5.1,8.1,1.3,6.2,6.4,8.9,1.5,8.8,1.1,0.6,9.6,9.1,0,0,→,2035+,5.7,荷兰外交官：就业极其稳定，薪资回报高，准入门槛高,"Netherlands Diplomat: extremely stable employment, high compensation, high entry barrier",AI综合评估 + O*NET/ILO/OECD锚点校准,2026-04-13,2026-04-13,2000-2026
GOV-0102-CH-general,公共管理与公务员,GOV,中央/联邦公务员,外交官,Diplomat,2422,11-1031.00,西欧,瑞士,CH,country,general,硕士/博士,25-32,global,7.8,8.3,4.6,9.4,2.3,1.7,4.1,3.8,8.3,6.5,10.0,7.2,7.4,5.8,6.1,6.2,4.6,1.6,7.6,9.1,2.1,5.7,5.2,8.7,1.4,5.8,6.6,8.8,1.4,8.8,0.9,0.7,9.7,8.9,0,-1,→,2035+,5.78,瑞士外交官：就业极其稳定，薪资回报高，准入门槛高,"Switzerland Diplomat: extremely stable employment, high compensation, high entry barrier",AI综合评估 + O*NET/ILO/OECD锚点校准,2026-04-13,2026-04-13,2000-2026
GOV-0102-SE-general,公共管理与公务员,GOV,中央/联邦公务员,外交官,Diplomat,2422,11-1031.00,北欧,瑞典,SE,country,general,硕士/博士,25-32,global,7.7,8.4,5.0,9.1,3.4,2.2,3.4,4.1,7.5,6.3,10.0,7.2,7.6,6.1,6.1,6.3,4.7,1.6,7.9,8.9,2.7,5.4,5.4,8.3,1.0,6.3,6.7,9.1,1.7,8.6,1.0,0.7,9.9,8.9,0,0,→,2035+,5.81,瑞典外交官：就业极其稳定，薪资回报高，准入门槛高,"Sweden Diplomat: extremely stable employment, high compensation, high entry barrier",AI综合评估 + O*NET/ILO/OECD锚点校准,2026-04-13,2026-04-13,2000-2026
GOV-0102-DK-general,公共管理与公务员,GOV,中央/联邦公务员,外交官,Diplomat,2422,11-1031.00,北欧,丹麦,DK,country,general,硕士/博士,25-32,global,7.7,8.0,4.5,9.3,3.1,2.7,3.5,4.0,8.0,6.6,9.9,7.2,7.6,6.1,6.1,6.2,5.1,1.8,7.6,8.8,2.3,5.9,5.0,8.4,1.2,6.8,6.2,8.7,1.3,9.0,1.0,0.6,9.9,9.0,0,0,→,2035+,5.8,丹麦外交官：就业极其稳定，薪资回报高，准入门槛高,"Denmark Diplomat: extremely stable employment, high compensation, high entry barrier",AI综合评估 + O*NET/ILO/OECD锚点校准,2026-04-13,2026-04-13,2000-2026
GOV-0102-FI-general,公共管理与公务员,GOV,中央/联邦公务员,外交官,Diplomat,2422,11-1031.00,北欧,芬兰,FI,country,general,硕士/博士,25-32,global,7.6,8.1,4.9,8.9,3.0,2.4,3.8,3.8,7.7,5.8,10.0,7.2,7.9,5.9,6.3,6.0,4.6,1.5,8.0,9.0,2.2,5.7,5.0,8.5,1.3,6.4,6.1,8.7,1.4,9.0,0.6,1.0,9.7,8.9,0,0,→,2035+,5.79,芬兰外交官：就业极其稳定，薪资回报高，准入门槛高,"Finland Diplomat: extremely stable employment, high compensation, high entry barrier",AI综合评估 + O*NET/ILO/OECD锚点校准,2026-04-13,2026-04-13,2000-2026
GOV-0102-IT-general,公共管理与公务员,GOV,中央/联邦公务员,外交官,Diplomat,2422,11-1031.00,南欧,意大利,IT,country,general,硕士/博士,25-32,global,7.6,8.2,5.0,8.7,3.1,2.3,4.4,4.2,7.4,5.6,9.5,7.2,6.9,5.4,5.8,6.4,4.3,1.8,7.7,9.1,2.0,5.2,4.1,8.0,0.9,4.8,6.3,9.1,1.3,9.0,0.6,0.5,9.7,9.1,0,0,→,2035+,5.6,意大利外交官：就业极其稳定，准入门槛高，AI替代抗性强,"Italy Diplomat: extremely stable employment, high entry barrier, strong AI resistance",AI综合评估 + O*NET/ILO/OECD锚点校准,2026-04-13,2026-04-13,2000-2026
GOV-0102-ES-general,公共管理与公务员,GOV,中央/联邦公务员,外交官,Diplomat,2422,11-1031.00,南欧,西班牙,ES,country,general,硕士/博士,25-32,global,7.4,8.3,4.5,8.6,3.2,2.0,4.6,4.4,7.0,5.5,9.3,7.2,7.0,5.4,5.9,6.3,4.4,1.9,7.7,9.6,2.0,5.2,4.4,7.9,0.7,5.2,5.9,9.1,1.5,9.7,1.1,0.8,9.7,9.1,0,0,→,2035+,5.55,西班牙外交官：就业极其稳定，准入门槛高，AI替代抗性强,"Spain Diplomat: extremely stable employment, high entry barrier, strong AI resistance",AI综合评估 + O*NET/ILO/OECD锚点校准,2026-04-13,2026-04-13,2000-2026
GOV-0102-PT-general,公共管理与公务员,GOV,中央/联邦公务员,外交官,Diplomat,2422,11-1031.00,南欧,葡萄牙,PT,country,general,硕士/博士,25-32,global,7.8,8.2,4.8,8.9,3.2,2.2,3.9,4.4,6.9,5.7,9.8,7.2,7.3,5.3,5.7,6.2,4.3,2.0,7.4,9.2,2.4,4.9,4.3,7.9,1.0,5.5,6.1,8.7,1.5,9.0,1.0,0.6,9.4,8.8,0,0,→,2032-2038,5.54,葡萄牙外交官：就业极其稳定，准入门槛高，AI替代抗性强,"Portugal Diplomat: extremely stable employment, high entry barrier, strong AI resistance",AI综合评估 + O*NET/ILO/OECD锚点校准,2026-04-13,2026-04-13,2000-2026
GOV-0102-PL-general,公共管理与公务员,GOV,中央/联邦公务员,外交官,Diplomat,2422,11-1031.00,东欧,波兰,PL,country,general,硕士/博士,25-32,global,7.4,8.0,4.5,8.6,2.7,1.8,4.0,4.0,6.5,5.2,9.5,6.9,7.2,5.2,5.8,6.1,4.5,1.8,7.5,9.1,2.3,5.3,4.6,8.0,0.8,5.2,5.9,8.8,1.5,9.1,1.2,0.7,9.8,9.3,0,0,→,2035+,5.46,波兰外交官：就业极其稳定，准入门槛高，AI替代抗性强,"Poland Diplomat: extremely stable employment, high entry barrier, strong AI resistance",AI综合评估 + O*NET/ILO/OECD锚点校准,2026-04-13,2026-04-13,2000-2026
